slice_file_name,fold,classID
101729-0-0-1.wav,9,0
101729-0-0-11.wav,9,0
101729-0-0-12.wav,9,0
101729-0-0-13.wav,9,0
101729-0-0-14.wav,9,0
101729-0-0-16.wav,9,0
101729-0-0-17.wav,9,0
101729-0-0-18.wav,9,0
101729-0-0-19.wav,9,0
101729-0-0-21.wav,9,0
101729-0-0-22.wav,9,0
101729-0-0-23.wav,9,0
101729-0-0-24.wav,9,0
101729-0-0-26.wav,9,0
101729-0-0-28.wav,9,0
101729-0-0-29.wav,9,0
101729-0-0-3.wav,9,0
101729-0-0-32.wav,9,0
101729-0-0-33.wav,9,0
101729-0-0-36.wav,9,0
101729-0-0-37.wav,9,0
101729-0-0-38.wav,9,0
101729-0-0-39.wav,9,0
101729-0-0-4.wav,9,0
101729-0-0-40.wav,9,0
101729-0-0-6.wav,9,0
101729-0-0-9.wav,9,0
103249-5-0-0.wav,9,5
103249-5-0-1.wav,9,5
103249-5-0-10.wav,9,5
103249-5-0-11.wav,9,5
103249-5-0-12.wav,9,5
103249-5-0-13.wav,9,5
103249-5-0-14.wav,9,5
103249-5-0-15.wav,9,5
103249-5-0-16.wav,9,5
103249-5-0-17.wav,9,5
103249-5-0-18.wav,9,5
103249-5-0-19.wav,9,5
103249-5-0-2.wav,9,5
103249-5-0-3.wav,9,5
103249-5-0-4.wav,9,5
103249-5-0-5.wav,9,5
103249-5-0-6.wav,9,5
103249-5-0-7.wav,9,5
103249-5-0-8.wav,9,5
103249-5-0-9.wav,9,5
105029-7-0-0.wav,9,7
105029-7-0-1.wav,9,7
105029-7-0-2.wav,9,7
105029-7-0-3.wav,9,7
105029-7-0-4.wav,9,7
105029-7-0-5.wav,9,7
105029-7-0-6.wav,9,7
105029-7-1-0.wav,9,7
105029-7-1-1.wav,9,7
105029-7-1-10.wav,9,7
105029-7-1-11.wav,9,7
105029-7-1-12.wav,9,7
105029-7-1-13.wav,9,7
105029-7-1-2.wav,9,7
105029-7-1-3.wav,9,7
105029-7-1-4.wav,9,7
105029-7-1-5.wav,9,7
105029-7-1-6.wav,9,7
105029-7-1-7.wav,9,7
105029-7-1-8.wav,9,7
105029-7-1-9.wav,9,7
105029-7-2-0.wav,9,7
105029-7-2-1.wav,9,7
105029-7-2-10.wav,9,7
105029-7-2-11.wav,9,7
105029-7-2-12.wav,9,7
105029-7-2-13.wav,9,7
105029-7-2-14.wav,9,7
105029-7-2-15.wav,9,7
105029-7-2-16.wav,9,7
105029-7-2-2.wav,9,7
105029-7-2-3.wav,9,7
105029-7-2-4.wav,9,7
105029-7-2-5.wav,9,7
105029-7-2-6.wav,9,7
