slice_file_name,fold,classID
100652-3-0-0.wav,2,3
100652-3-0-1.wav,2,3
100652-3-0-2.wav,2,3
100652-3-0-3.wav,2,3
102104-3-0-0.wav,2,3
102858-5-0-0.wav,2,5
102858-5-0-1.wav,2,5
102871-8-0-0.wav,2,8
102871-8-0-1.wav,2,8
102871-8-0-10.wav,2,8
102871-8-0-11.wav,2,8
102871-8-0-12.wav,2,8
102871-8-0-13.wav,2,8
102871-8-0-14.wav,2,8
102871-8-0-15.wav,2,8
102871-8-0-2.wav,2,8
102871-8-0-3.wav,2,8
102871-8-0-4.wav,2,8
102871-8-0-5.wav,2,8
102871-8-0-6.wav,2,8
102871-8-0-7.wav,2,8
102871-8-0-8.wav,2,8
102871-8-0-9.wav,2,8
104817-4-0-0.wav,2,4
104817-4-0-1.wav,2,4
104817-4-0-10.wav,2,4
104817-4-0-11.wav,2,4
104817-4-0-2.wav,2,4
104817-4-0-3.wav,2,4
104817-4-0-4.wav,2,4
104817-4-0-5.wav,2,4
104817-4-0-6.wav,2,4
104817-4-0-7.wav,2,4
104817-4-0-8.wav,2,4
104817-4-0-9.wav,2,4
106015-5-0-0.wav,2,5
106015-5-0-1.wav,2,5
106015-5-0-10.wav,2,5
106015-5-0-11.wav,2,5
106015-5-0-12.wav,2,5
106015-5-0-13.wav,2,5
106015-5-0-14.wav,2,5
106015-5-0-15.wav,2,5
106015-5-0-16.wav,2,5
106015-5-0-17.wav,2,5
106015-5-0-18.wav,2,5
106015-5-0-19.wav,2,5
106015-5-0-2.wav,2,5
106015-5-0-20.wav,2,5
106015-5-0-3.wav,2,5
106015-5-0-4.wav,2,5
106015-5-0-5.wav,2,5
106015-5-0-6.wav,2,5
106015-5-0-7.wav,2,5
106015-5-0-8.wav,2,5
106015-5-0-9.wav,2,5
108187-3-2-0.wav,2,3
108187-3-3-0.wav,2,3
108187-3-4-0.wav,2,3
108187-3-6-0.wav,2,3
109703-2-0-134.wav,2,2
109703-2-0-14.wav,2,2
109703-2-0-153.wav,2,2
109703-2-0-29.wav,2,2
109703-2-0-32.wav,2,2
109703-2-0-48.wav,2,2
109703-2-0-50.wav,2,2
112195-3-0-38.wav,2,3
112195-3-0-48.wav,2,3
112195-3-0-57.wav,2,3
112195-3-0-80.wav,2,3
113201-5-0-0.wav,2,5
113201-5-0-1.wav,2,5
113201-5-0-2.wav,2,5
113201-5-0-3.wav,2,5
113201-5-0-4.wav,2,5
113201-5-0-5.wav,2,5
113201-5-0-6.wav,2,5
113201-5-0-7.wav,2,5
113785-3-0-0.wav,2,3
113785-3-1-0.wav,2,3
115537-3-0-0.wav,2,3
118723-4-0-0.wav,2,4
118962-3-0-0.wav,2,3
123688-8-0-0.wav,2,8
123688-8-0-1.wav,2,8
123688-8-0-10.wav,2,8
123688-8-0-11.wav,2,8
123688-8-0-12.wav,2,8
123688-8-0-13.wav,2,8
123688-8-0-14.wav,2,8
123688-8-0-15.wav,2,8
123688-8-0-16.wav,2,8
123688-8-0-17.wav,2,8
123688-8-0-18.wav,2,8
123688-8-0-2.wav,2,8
123688-8-0-3.wav,2,8
123688-8-0-4.wav,2,8
123688-8-0-5.wav,2,8
123688-8-0-6.wav,2,8
123688-8-0-7.wav,2,8
123688-8-0-8.wav,2,8
123688-8-0-9.wav,2,8
123688-8-1-0.wav,2,8
123688-8-1-1.wav,2,8
123688-8-1-2.wav,2,8
123688-8-1-3.wav,2,8
123688-8-1-4.wav,2,8
123688-8-1-5.wav,2,8
123688-8-2-0.wav,2,8
123688-8-2-1.wav,2,8
123688-8-2-2.wav,2,8
123688-8-2-3.wav,2,8
123688-8-2-4.wav,2,8
127872-0-0-0.wav,2,0
132073-1-0-0.wav,2,1
132073-1-1-0.wav,2,1
132073-1-2-0.wav,2,1
132073-1-3-0.wav,2,1
132073-1-4-0.wav,2,1
132073-1-5-0.wav,2,1
132073-1-6-0.wav,2,1
14387-9-0-11.wav,2,9
14387-9-0-12.wav,2,9
14387-9-0-15.wav,2,9
14387-9-0-16.wav,2,9
14387-9-0-19.wav,2,9
14387-9-0-7.wav,2,9
143970-5-0-0.wav,2,5
143970-5-0-1.wav,2,5
143970-5-0-2.wav,2,5
143970-5-0-3.wav,2,5
145577-1-0-0.wav,2,1
145608-6-0-0.wav,2,6
145608-6-1-0.wav,2,6
145608-6-2-0.wav,2,6
145608-6-3-0.wav,2,6
146690-0-0-100.wav,2,0
146690-0-0-112.wav,2,0
146690-0-0-115.wav,2,0
146690-0-0-116.wav,2,0
146690-0-0-117.wav,2,0
146690-0-0-125.wav,2,0
146690-0-0-137.wav,2,0
146690-0-0-140.wav,2,0
146690-0-0-151.wav,2,0
146690-0-0-154.wav,2,0
146690-0-0-155.wav,2,0
146690-0-0-165.wav,2,0
146690-0-0-17.wav,2,0
146690-0-0-18.wav,2,0
146690-0-0-25.wav,2,0
146690-0-0-35.wav,2,0
146690-0-0-38.wav,2,0
146690-0-0-43.wav,2,0
146690-0-0-47.wav,2,0
146690-0-0-64.wav,2,0
146690-0-0-8.wav,2,0
146690-0-0-80.wav,2,0
146690-0-0-86.wav,2,0
146690-0-0-87.wav,2,0
146690-0-0-93.wav,2,0
147672-3-0-0.wav,2,3
147672-3-1-0.wav,2,3
147672-3-2-0.wav,2,3
14780-9-0-0.wav,2,9
14780-9-0-1.wav,2,9
14780-9-0-2.wav,2,9
147926-0-0-10.wav,2,0
147926-0-0-11.wav,2,0
147926-0-0-12.wav,2,0
147926-0-0-16.wav,2,0
147926-0-0-17.wav,2,0
147926-0-0-2.wav,2,0
147926-0-0-20.wav,2,0
147926-0-0-21.wav,2,0
147926-0-0-27.wav,2,0
147926-0-0-28.wav,2,0
147926-0-0-34.wav,2,0
147926-0-0-35.wav,2,0
147926-0-0-36.wav,2,0
147926-0-0-37.wav,2,0
147926-0-0-39.wav,2,0
147926-0-0-4.wav,2,0
147926-0-0-41.wav,2,0
147926-0-0-42.wav,2,0
147926-0-0-44.wav,2,0
147926-0-0-5.wav,2,0
147926-0-0-50.wav,2,0
147926-0-0-52.wav,2,0
147926-0-0-54.wav,2,0
147926-0-0-7.wav,2,0
149177-6-0-0.wav,2,6
149254-9-0-25.wav,2,9
149254-9-0-29.wav,2,9
149254-9-0-30.wav,2,9
149254-9-0-42.wav,2,9
149254-9-0-51.wav,2,9
149254-9-0-56.wav,2,9
149370-9-0-15.wav,2,9
149370-9-0-19.wav,2,9
149370-9-0-21.wav,2,9
149370-9-0-22.wav,2,9
149370-9-0-32.wav,2,9
149370-9-0-37.wav,2,9
152908-5-0-0.wav,2,5
152908-5-0-1.wav,2,5
152908-5-0-10.wav,2,5
152908-5-0-11.wav,2,5
152908-5-0-12.wav,2,5
152908-5-0-13.wav,2,5
152908-5-0-2.wav,2,5
152908-5-0-3.wav,2,5
152908-5-0-4.wav,2,5
152908-5-0-5.wav,2,5
152908-5-0-6.wav,2,5
152908-5-0-7.wav,2,5
152908-5-0-8.wav,2,5
152908-5-0-9.wav,2,5
155129-1-0-0.wav,2,1
155129-1-1-0.wav,2,1
155129-1-2-0.wav,2,1
155219-2-0-0.wav,2,2
155219-2-0-1.wav,2,2
155219-2-0-22.wav,2,2
155219-2-0-24.wav,2,2
155219-2-0-25.wav,2,2
155219-2-0-26.wav,2,2
155219-2-0-51.wav,2,2
155219-2-0-57.wav,2,2
155234-1-0-0.wav,2,1
156893-7-0-0.wav,2,7
156893-7-1-0.wav,2,7
156893-7-10-0.wav,2,7
156893-7-11-0.wav,2,7
156893-7-2-0.wav,2,7
156893-7-3-0.wav,2,7
156893-7-4-0.wav,2,7
156893-7-5-0.wav,2,7
156893-7-6-0.wav,2,7
156893-7-7-0.wav,2,7
156893-7-8-0.wav,2,7
156893-7-9-0.wav,2,7
158597-2-0-16.wav,2,2
158597-2-0-2.wav,2,2
