slice_file_name,fold,classID
102105-3-0-0.wav,3,3
103199-4-0-0.wav,3,4
103199-4-0-3.wav,3,4
103199-4-0-4.wav,3,4
103199-4-0-5.wav,3,4
103199-4-0-6.wav,3,4
103199-4-1-0.wav,3,4
103199-4-2-0.wav,3,4
103199-4-2-1.wav,3,4
103199-4-2-10.wav,3,4
103199-4-2-11.wav,3,4
103199-4-2-2.wav,3,4
103199-4-2-3.wav,3,4
103199-4-2-4.wav,3,4
103199-4-2-5.wav,3,4
103199-4-2-6.wav,3,4
103199-4-2-7.wav,3,4
103199-4-2-8.wav,3,4
103199-4-2-9.wav,3,4
103199-4-4-0.wav,3,4
103199-4-6-0.wav,3,4
103199-4-7-2.wav,3,4
103357-4-0-0.wav,3,4
103357-4-0-1.wav,3,4
107228-5-0-0.wav,3,5
107228-5-0-1.wav,3,5
107228-5-0-2.wav,3,5
107228-5-0-3.wav,3,5
107228-5-0-4.wav,3,5
107228-5-0-5.wav,3,5
107228-5-0-6.wav,3,5
107228-5-0-7.wav,3,5
110622-6-0-0.wav,3,6
112075-5-0-0.wav,3,5
112075-5-0-1.wav,3,5
112075-5-0-2.wav,3,5
115536-3-0-0.wav,3,3
116400-3-0-2.wav,3,3
116400-3-1-0.wav,3,3
116400-3-1-1.wav,3,3
116400-3-1-2.wav,3,3
117048-3-0-17.wav,3,3
117048-3-0-23.wav,3,3
117048-3-0-25.wav,3,3
117048-3-0-35.wav,3,3
117072-3-0-11.wav,3,3
117072-3-0-14.wav,3,3
117072-3-0-19.wav,3,3
117072-3-0-8.wav,3,3
118070-1-0-0.wav,3,1
118496-1-0-0.wav,3,1
118496-1-1-0.wav,3,1
118961-3-0-0.wav,3,3
121528-8-1-0.wav,3,8
121528-8-1-1.wav,3,8
123399-2-0-13.wav,3,2
123399-2-0-19.wav,3,2
123399-2-0-22.wav,3,2
123399-2-0-5.wav,3,2
123399-2-0-54.wav,3,2
123399-2-0-74.wav,3,2
123399-2-0-83.wav,3,2
123399-2-0-91.wav,3,2
125523-3-0-1.wav,3,3
125523-3-0-11.wav,3,3
125523-3-0-3.wav,3,3
12647-3-0-0.wav,3,3
12647-3-1-0.wav,3,3
12647-3-2-0.wav,3,3
12647-3-3-0.wav,3,3
128030-3-0-0.wav,3,3
128030-3-1-0.wav,3,3
128030-3-2-0.wav,3,3
13230-0-0-1.wav,3,0
13230-0-0-10.wav,3,0
13230-0-0-11.wav,3,0
13230-0-0-12.wav,3,0
13230-0-0-13.wav,3,0
13230-0-0-14.wav,3,0
13230-0-0-16.wav,3,0
13230-0-0-17.wav,3,0
13230-0-0-18.wav,3,0
13230-0-0-19.wav,3,0
13230-0-0-20.wav,3,0
13230-0-0-22.wav,3,0
13230-0-0-23.wav,3,0
13230-0-0-24.wav,3,0
13230-0-0-25.wav,3,0
13230-0-0-26.wav,3,0
13230-0-0-27.wav,3,0
13230-0-0-28.wav,3,0
13230-0-0-3.wav,3,0
13230-0-0-5.wav,3,0
13230-0-0-6.wav,3,0
13230-0-0-7.wav,3,0
13230-0-0-8.wav,3,0
13230-0-0-9.wav,3,0
132855-2-0-113.wav,3,2
132855-2-0-41.wav,3,2
132855-2-0-58.wav,3,2
132855-2-0-70.wav,3,2
132855-2-0-77.wav,3,2
132855-2-0-88.wav,3,2
132855-2-0-90.wav,3,2
132855-2-0-99.wav,3,2
135526-6-0-0.wav,3,6
135526-6-1-0.wav,3,6
135526-6-10-0.wav,3,6
135526-6-11-0.wav,3,6
135526-6-12-0.wav,3,6
135526-6-13-0.wav,3,6
135526-6-2-0.wav,3,6
135526-6-3-0.wav,3,6
135526-6-4-0.wav,3,6
135526-6-5-0.wav,3,6
135526-6-6-0.wav,3,6
135526-6-7-0.wav,3,6
135526-6-8-0.wav,3,6
135526-6-9-0.wav,3,6
138473-9-0-12.wav,3,9
138473-9-0-29.wav,3,9
138473-9-0-35.wav,3,9
138473-9-0-38.wav,3,9
138473-9-0-5.wav,3,9
138473-9-0-6.wav,3,9
14115-4-0-0.wav,3,4
144068-5-0-0.wav,3,5
144068-5-0-1.wav,3,5
144068-5-0-10.wav,3,5
144068-5-0-11.wav,3,5
144068-5-0-12.wav,3,5
144068-5-0-13.wav,3,5
144068-5-0-14.wav,3,5
144068-5-0-15.wav,3,5
144068-5-0-16.wav,3,5
144068-5-0-17.wav,3,5
144068-5-0-18.wav,3,5
144068-5-0-2.wav,3,5
144068-5-0-3.wav,3,5
144068-5-0-4.wav,3,5
144068-5-0-5.wav,3,5
144068-5-0-6.wav,3,5
144068-5-0-7.wav,3,5
144068-5-0-8.wav,3,5
144068-5-0-9.wav,3,5
144068-5-1-0.wav,3,5
144068-5-2-0.wav,3,5
144068-5-3-0.wav,3,5
144068-5-4-0.wav,3,5
144068-5-4-1.wav,3,5
144068-5-4-2.wav,3,5
144068-5-4-3.wav,3,5
144068-5-4-4.wav,3,5
144068-5-4-5.wav,3,5
144068-5-4-6.wav,3,5
144068-5-4-7.wav,3,5
144068-5-4-8.wav,3,5
144068-5-5-0.wav,3,5
144068-5-5-1.wav,3,5
144068-5-5-2.wav,3,5
144885-3-0-0.wav,3,3
146714-0-0-0.wav,3,0
146714-0-0-12.wav,3,0
146714-0-0-13.wav,3,0
146714-0-0-17.wav,3,0
146714-0-0-18.wav,3,0
146714-0-0-2.wav,3,0
146714-0-0-21.wav,3,0
146714-0-0-22.wav,3,0
146714-0-0-27.wav,3,0
146714-0-0-33.wav,3,0
146714-0-0-35.wav,3,0
146714-0-0-36.wav,3,0
146714-0-0-38.wav,3,0
146714-0-0-41.wav,3,0
146714-0-0-43.wav,3,0
146714-0-0-45.wav,3,0
146714-0-0-47.wav,3,0
146714-0-0-49.wav,3,0
146714-0-0-50.wav,3,0
146714-0-0-53.wav,3,0
146714-0-0-55.wav,3,0
146714-0-0-56.wav,3,0
146714-0-0-58.wav,3,0
146714-0-0-6.wav,3,0
148838-6-0-0.wav,3,6
148838-6-1-0.wav,3,6
148838-6-2-0.wav,3,6
151071-6-0-0.wav,3,6
151149-2-0-11.wav,3,2
151149-2-0-12.wav,3,2
151149-2-0-15.wav,3,2
151149-2-0-22.wav,3,2
151149-2-0-3.wav,3,2
151149-2-0-4.wav,3,2
151149-2-0-54.wav,3,2
151149-2-0-56.wav,3,2
151359-1-0-0.wav,3,1
151359-1-1-0.wav,3,1
151359-1-2-0.wav,3,1
151359-1-3-0.wav,3,1
153261-0-0-0.wav,3,0
153261-0-0-1.wav,3,0
153261-0-0-2.wav,3,0
153261-0-0-3.wav,3,0
15356-2-0-0.wav,3,2
15356-2-0-1.wav,3,2
15356-2-0-2.wav,3,2
15356-2-0-3.wav,3,2
15356-2-0-4.wav,3,2
155227-9-0-2.wav,3,9
155227-9-0-20.wav,3,9
155227-9-0-23.wav,3,9
155227-9-0-24.wav,3,9
155227-9-0-27.wav,3,9
155227-9-0-3.wav,3,9
155263-2-0-12.wav,3,2
155263-2-0-22.wav,3,2
155263-2-0-23.wav,3,2
155263-2-0-34.wav,3,2
155263-2-0-43.wav,3,2
155263-2-0-50.wav,3,2
155263-2-0-57.wav,3,2
155263-2-0-61.wav,3,2
155309-3-0-0.wav,3,3
156418-3-0-0.wav,3,3
156418-3-0-1.wav,3,3
156418-3-1-0.wav,3,3
156418-3-2-0.wav,3,3
159761-0-0-0.wav,3,0
159761-0-0-1.wav,3,0
159761-0-0-2.wav,3,0
159761-0-0-3.wav,3,0
159761-0-0-4.wav,3,0
159761-0-0-5.wav,3,0
159761-0-0-6.wav,3,0
159761-0-0-7.wav,3,0
159761-0-0-8.wav,3,0
160093-3-0-0.wav,3,3
161195-6-0-0.wav,3,6
162431-6-0-0.wav,3,6
162431-6-1-0.wav,3,6
162431-6-2-0.wav,3,6
162431-6-3-0.wav,3,6
162436-6-0-0.wav,3,6
165039-7-0-0.wav,3,7
165039-7-1-0.wav,3,7
165039-7-10-0.wav,3,7
165039-7-10-1.wav,3,7
165039-7-11-0.wav,3,7
165039-7-12-0.wav,3,7
165039-7-12-1.wav,3,7
165039-7-13-0.wav,3,7
165039-7-14-0.wav,3,7
165039-7-15-0.wav,3,7
165039-7-15-1.wav,3,7
165039-7-16-0.wav,3,7
165039-7-17-0.wav,3,7
165039-7-17-1.wav,3,7
165039-7-2-0.wav,3,7
165039-7-2-1.wav,3,7
165039-7-3-0.wav,3,7
165039-7-4-0.wav,3,7
165039-7-4-1.wav,3,7
